0,1153433,4267707196
1e-06,1153439,4267707606
2e-06,1153446,4267708018
3e-06,1153453,4267708432
4e-06,1153460,4267708850
5e-06,1153467,4267709270
6e-06,1153474,4267709692
7e-06,1153482,4267710116
8e-06,1153489,4267710544
9e-06,1153496,4267710974
1e-05,1153503,4267711406
1.1e-05,1153511,4267711842
1.2e-05,1153518,4267712280
1.3e-05,1153525,4267712720
1.4e-05,1153533,4267713162
1.5e-05,1153540,4267713608
1.6e-05,1153548,4267714056
1.7e-05,1153556,4267714506
1.8e-05,1153563,4267714960
1.9e-05,1153571,4267715416
2e-05,1153579,4267715874
2.1e-05,1153587,4267716334
2.2e-05,1153595,4267716798
2.3e-05,1153602,4267717264
2.4e-05,1153610,4267717732
2.5e-05,1153618,4267718202
2.6e-05,1153627,4267718676
2.7e-05,1153635,4267719152
2.8e-05,1153643,4267719630
2.9e-05,1153651,4267720112
3e-05,1153659,4267720596
3.1e-05,1153668,4267721082
3.2e-05,1153676,4267721570
3.3e-05,1153684,4267722062
3.4e-05,1153693,4267722556
3.5e-05,1153701,4267723052
3.6e-05,1153710,4267723550
3.7e-05,1153718,4267724052
3.8e-05,1153727,4267724556
3.9e-05,1153736,4267725062
4e-05,1153745,4267725570
4.1e-05,1153753,4267726080
4.2e-05,1153762,4267726594
4.3e-05,1153771,4267727110
4.4e-05,1153780,4267727628
4.5e-05,1153789,4267728148
4.6e-05,1153798,4267728672
4.7e-05,1153807,4267729198
4.8e-05,1153816,4267729726
4.9e-05,1153825,4267730256
5e-05,1153835,4267730788
5.1e-05,1153844,4267731324
5.2e-05,1153853,4267731862
5.3e-05,1153863,4267732402
5.4e-05,1153872,4267732944
5.5e-05,1153881,4267733488
5.6e-05,1153891,4267734034
5.7e-05,1153900,4267734584
5.8e-05,1153910,4267735136
5.9e-05,1153920,4267735690
6e-05,1153929,4267736246
6.1e-05,1153939,4267736804
6.2e-05,1153949,4267737364
6.3e-05,1153959,4267737928
6.4e-05,1153969,4267738494
6.5e-05,1153979,4267739062
6.6e-05,1153989,4267739632
6.7e-05,1153999,4267740204
6.8e-05,1154009,4267740778
6.9e-05,1154019,4267741354
7e-05,1154029,4267741932
7.1e-05,1154039,4267742512
7.2e-05,1154049,4267743096
7.3e-05,1154060,4267743682
7.4e-05,1154070,4267744270
7.5e-05,1154080,4267744860
7.6e-05,1154091,4267745452
7.7e-05,1154101,4267746046
7.8e-05,1154112,4267746642
7.9e-05,1154122,4267747240
8e-05,1154133,4267747840
8.1e-05,1154144,4267748442
8.2e-05,1154154,4267749046
8.3e-05,1154165,4267749652
8.4e-05,1154176,4267750260
8.5e-05,1154187,4267750870
8.6e-05,1154198,4267751482
8.7e-05,1154208,4267752096
8.8e-05,1154219,4267752712
8.9e-05,1154230,4267753330
9e-05,1154241,4267753950
9.1e-05,1154253,4267754572
9.2e-05,1154264,4267755196
9.3e-05,1154275,4267755822
9.4e-05,1154286,4267756450
9.5e-05,1154297,4267757080
9.6e-05,1154309,4267757712
9.7e-05,1154320,4267758346
9.8e-05,1154331,4267758982
9.9e-05,1154343,4267759620
0.0001,1154354,4267760260
0.000101,1154366,4267760902
0.000102,1154377,4267761546
0.000103,1154389,4267762192
0.000104,1154400,4267762840
0.000105,1154412,4267763490
0.000106,1154424,4267764140
0.000107,1154436,4267764792
0.000108,1154447,4267765446
0.000109,1154459,4267766102
0.00011,1154471,4267766760
0.000111,1154483,4267767420
0.000112,1154495,4267768082
0.000113,1154507,4267768744
0.000114,1154519,4267769408
0.000115,1154531,4267770074
0.000116,1154543,4267770742
0.000117,1154555,4267771412
0.000118,1154567,4267772084
0.000119,1154579,4267772756
0.00012,1154591,4267773430
0.000121,1154604,4267774106
0.000122,1154616,4267774784
0.000123,1154628,4267775462
0.000124,1154641,4267776142
0.000125,1154653,4267776824
0.000126,1154665,4267777508
0.000127,1154678,4267778192
0.000128,1154690,4267778878
0.000129,1154703,4267779566
0.00013,1154715,4267780254
0.000131,1154728,4267780944
0.000132,1154741,4267781636
0.000133,1154753,4267782328
0.000134,1154766,4267783022
0.000135,1154779,4267783718
0.000136,1154792,4267784414
0.000137,1154804,4267785112
0.000138,1154817,4267785812
0.000139,1154830,4267786512
0.00014,1154843,4267787214
0.000141,1154856,4267787916
0.000142,1154869,4267788620
0.000143,1154882,4267789326
0.000144,1154895,4267790032
0.000145,1154908,4267790740
0.000146,1154921,4267791448
0.000147,1154934,4267792158
0.000148,1154947,4267792868
0.000149,1154960,4267793580
0.00015,1154973,4267794292
0.000151,1154986,4267795006
0.000152,1155000,4267795720
0.000153,1155013,4267796436
0.000154,1155026,4267797152
0.000155,1155039,4267797870
0.000156,1155053,4267798588
0.000157,1155066,4267799308
0.000158,1155079,4267800028
0.000159,1155093,4267800750
0.00016,1155106,4267801472
0.000161,1155120,4267802196
0.000162,1155133,4267802920
0.000163,1155147,4267803644
0.000164,1155160,4267804370
0.000165,1155174,4267805096
0.000166,1155187,4267805822
0.000167,1155201,4267806550
0.000168,1155214,4267807278
0.000169,1155228,4267808006
0.00017,1155242,4267808736
0.000171,1155255,4267809466
0.000172,1155269,4267810196
0.000173,1155282,4267810928
0.000174,1155296,4267811660
0.000175,1155310,4267812392
0.000176,1155324,4267813124
0.000177,1155337,4267813858
0.000178,1155351,4267814592
0.000179,1155365,4267815326
0.00018,1155379,4267816060
0.000181,1155393,4267816796
0.000182,1155406,4267817532
0.000183,1155420,4267818268
0.000184,1155434,4267819004
0.000185,1155448,4267819740
0.000186,1155462,4267820476
0.000187,1155476,4267821214
0.000188,1155490,4267821952
0.000189,1155504,4267822690
0.00019,1155518,4267823428
0.000191,1155532,4267824166
0.000192,1155546,4267824904
0.000193,1155560,4267825642
0.000194,1155574,4267826380
0.000195,1155588,4267827118
0.000196,1155602,4267827856
0.000197,1155616,4267828594
0.000198,1155630,4267829332
0.000199,1155644,4267830070
0.0002,1155658,4267830808
0.000200999,1155672,4267831546
0.000201999,1155686,4267832284
0.000202999,1155700,4267833022
0.000203999,1155714,4267833760
0.000204999,1155728,4267834498
0.000205999,1155742,4267835236
0.000206999,1155756,4267835974
0.000207999,1155770,4267836712
0.000208999,1155784,4267837450
0.000209999,1155798,4267838188
0.000210999,1155812,4267838926
0.000211999,1155827,4267839664
0.000212999,1155841,4267840400
0.000213999,1155855,4267841136
0.000214999,1155869,4267841872
0.000215999,1155883,4267842608
0.000216999,1155897,4267843344
0.000217999,1155911,4267844078
0.000218999,1155925,4267844812
0.000219999,1155940,4267845546
0.000220999,1155954,4267846280
0.000221999,1155968,4267847014
0.000222999,1155982,4267847746
0.000223999,1155996,4267848478
0.000224999,1156010,4267849210
0.000225999,1156024,4267849940
0.000226999,1156038,4267850670
0.000227999,1156053,4267851400
0.000228999,1156067,4267852130
0.000229999,1156081,4267852858
0.000230999,1156095,4267853586
0.000231999,1156109,4267854312
0.000232999,1156123,4267855038
0.000233999,1156137,4267855764
0.000234999,1156151,4267856488
0.000235999,1156165,4267857212
0.000236999,1156179,4267857934
0.000237999,1156193,4267858656
0.000238999,1156207,4267859378
0.000239999,1156221,4267860098
0.000240999,1156235,4267860818
0.000241999,1156249,4267861536
0.000242999,1156263,4267862254
0.000243999,1156277,4267862970
0.000244999,1156290,4267863686
0.000245999,1156304,4267864400
0.000246999,1156318,4267865114
0.000247999,1156332,4267865826
0.000248999,1156346,4267866538
0.000249999,1156360,4267867248
0.000250999,1156374,4267867956
0.000251999,1156388,4267868664
0.000252999,1156401,4267869370
0.000253999,1156415,4267870076
0.000254999,1156429,4267870780
0.000255999,1156443,4267871482
0.000256999,1156456,4267872184
0.000257999,1156470,4267872884
0.000258999,1156484,4267873582
0.000259999,1156497,4267874280
0.000260999,1156511,4267874976
0.000261999,1156525,4267875670
0.000262999,1156538,4267876364
0.000263999,1156552,4267877056
0.000264999,1156565,4267877746
0.000265999,1156579,4267878434
0.000266999,1156592,4267879122
0.000267999,1156606,4267879808
0.000268999,1156619,4267880492
0.000269999,1156633,4267881174
0.000270999,1156646,4267881854
0.000271999,1156660,4267882534
0.000272999,1156673,4267883212
0.000273999,1156686,4267883888
0.000274999,1156700,4267884562
0.000275999,1156713,4267885234
0.000276999,1156726,4267885904
0.000277999,1156739,4267886572
0.000278999,1156753,4267887240
0.000279999,1156766,4267887906
0.000280999,1156779,4267888570
0.000281999,1156792,4267889232
0.000282999,1156805,4267889892
0.000283999,1156818,4267890550
0.000284999,1156831,4267891206
0.000286,1156844,4267891860
0.000287,1156857,4267892512
0.000288,1156870,4267893162
0.000289,1156883,4267893810
0.00029,1156896,4267894456
0.000291,1156909,4267895100
0.000292,1156921,4267895742
0.000293,1156934,4267896382
0.000294,1156947,4267897020
0.000295,1156959,4267897656
0.000296,1156972,4267898290
0.000297,1156985,4267898922
0.000298,1156997,4267899550
0.000299,1157010,4267900176
0.0003,1157022,4267900800
0.000301,1157035,4267901422
0.000302,1157047,4267902042
0.000303,1157059,4267902660
0.000304,1157072,4267903276
0.000305,1157084,4267903888
0.000306,1157096,4267904498
0.000307,1157108,4267905106
0.000308,1157120,4267905712
0.000309,1157132,4267906316
0.00031,1157144,4267906916
0.000311,1157156,4267907514
0.000312,1157168,4267908110
0.000313,1157180,4267908704
0.000314,1157192,4267909294
0.000315,1157204,4267909882
0.000316,1157216,4267910468
0.000317,1157228,4267911050
0.000318,1157239,4267911630
0.000319,1157251,4267912208
0.00032,1157262,4267912784
0.000321,1157274,4267913356
0.000322,1157285,4267913926
0.000323,1157297,4267914492
0.000324,1157308,4267915056
0.000325,1157320,4267915618
0.000326,1157331,4267916176
0.000327,1157342,4267916732
0.000328,1157353,4267917286
0.000329,1157364,4267917836
0.00033,1157375,4267918384
0.000331,1157386,4267918928
0.000332,1157397,4267919470
0.000333,1157408,4267920008
0.000334,1157419,4267920544
0.000335,1157430,4267921076
0.000336,1157441,4267921606
0.000337,1157451,4267922132
0.000338,1157462,4267922656
0.000339,1157473,4267923176
0.00034,1157483,4267923694
0.000341,1157494,4267924208
0.000342,1157504,4267924720
0.000343,1157514,4267925228
0.000344,1157525,4267925734
0.000345,1157535,4267926236
0.000346,1157545,4267926734
0.000347,1157555,4267927230
0.000348,1157565,4267927722
0.000349,1157575,4267928212
0.00035,1157585,4267928698
0.000351,1157595,4267929180
0.000352,1157605,4267929660
0.000353,1157614,4267930136
0.000354,1157624,4267930610
0.000355,1157634,4267931080
0.000356,1157643,4267931546
0.000357,1157653,4267932010
0.000358,1157662,4267932470
0.000359,1157671,4267932926
0.00036,1157681,4267933378
0.000361,1157690,4267933828
0.000362,1157699,4267934274
0.000363,1157708,4267934716
0.000364,1157717,4267935156
0.000365,1157726,4267935592
0.000366,1157735,4267936024
0.000367,1157744,4267936452
0.000368,1157753,4267936878
0.000369,1157761,4267937300
0.00037,1157770,4267937718
0.000371,1157778,4267938132
0.000372,1157787,4267938542
0.000373,1157795,4267938950
0.000374,1157803,4267939354
0.000375,1157812,4267939754
0.000376,1157820,4267940150
0.000377,1157828,4267940542
0.000378,1157836,4267940932
0.000379,1157844,4267941318
0.00038,1157852,4267941700
0.000381,1157860,4267942078
0.000382,1157867,4267942452
0.000383,1157875,4267942822
0.000384,1157883,4267943188
0.000385,1157890,4267943552
0.000386,1157897,4267943912
0.000387,1157905,4267944268
0.000388,1157912,4267944620
0.000389,1157919,4267944968
0.00039,1157926,4267945312
0.000391,1157933,4267945652
0.000392,1157940,4267945988
0.000393,1157947,4267946320
0.000394,1157954,4267946648
0.000395,1157961,4267946972
0.000396,1157967,4267947292
0.000397,1157974,4267947608
0.000398,1157981,4267947920
0.000399,1157987,4267948228
0.0004,1157993,4267948532
0.000401,1158000,4267948832
0.000402,1158006,4267949128
0.000403,1158012,4267949422
0.000404,1158018,4267949712
0.000405,1158024,4267949996
0.000406,1158030,4267950276
0.000407,1158035,4267950552
0.000408,1158041,4267950824
0.000409,1158047,4267951092
0.00041,1158052,4267951356
0.000411,1158057,4267951616
0.000412,1158063,4267951872
0.000413,1158068,4267952124
0.000414,1158073,4267952372
0.000415,1158078,4267952616
0.000416,1158083,4267952856
0.000417,1158088,4267953092
0.000418001,1158093,4267953324
0.000419001,1158098,4267953552
0.000420001,1158102,4267953776
0.000421001,1158107,4267953996
0.000422001,1158112,4267954212
0.000423001,1158116,4267954422
0.000424001,1158120,4267954628
0.000425001,1158125,4267954830
0.000426001,1158129,4267955028
0.000427001,1158133,4267955222
0.000428001,1158137,4267955412
0.000429001,1158141,4267955598
0.000430001,1158144,4267955780
0.000431001,1158148,4267955958
0.000432001,1158152,4267956130
0.000433001,1158155,4267956298
0.000434001,1158159,4267956462
0.000435001,1158162,4267956622
0.000436001,1158165,4267956778
0.000437001,1158169,4267956930
0.000438001,1158172,4267957078
0.000439001,1158175,4267957220
0.000440001,1158178,4267957358
0.000441001,1158180,4267957492
0.000442001,1158183,4267957622
0.000443001,1158186,4267957748
0.000444001,1158188,4267957870
0.000445001,1158191,4267957986
0.000446001,1158193,4267958098
0.000447001,1158195,4267958206
0.000448001,1158198,4267958310
0.000449001,1158200,4267958410
0.000450001,1158202,4267958504
0.000451001,1158204,4267958594
0.000452001,1158205,4267958680
0.000453001,1158207,4267958762
0.000454001,1158209,4267958840
0.000455001,1158210,4267958914
0.000456001,1158212,4267958982
0.000457001,1158213,4267959046
0.000458001,1158214,4267959106
0.000459001,1158216,4267959162
0.000460001,1158217,4267959214
0.000461001,1158218,4267959260
0.000462001,1158219,4267959302
0.000463001,1158219,4267959340
0.000464001,1158220,4267959374
0.000465001,1158221,4267959402
0.000466001,1158221,4267959426
0.000467001,1158222,4267959446
0.000468001,1158222,4267959462
0.000469001,1158222,4267959474
0.000470001,1158222,4267959480
0.000471001,1158222,4267959482
0.000472001,1158222,4267959480
0.000473001,1158222,4267959474
0.000474001,1158222,4267959464
0.000475001,1158222,4267959448
0.000476001,1158221,4267959428
0.000477001,1158221,4267959404
0.000478001,1158220,4267959376
0.000479001,1158219,4267959342
0.000480001,1158219,4267959304
0.000481001,1158218,4267959262
0.000482001,1158217,4267959216
0.000483001,1158216,4267959166
0.000484001,1158214,4267959110
0.000485001,1158213,4267959050
0.000486001,1158212,4267958986
0.000487001,1158210,4267958918
0.000488001,1158209,4267958844
0.000489001,1158207,4267958766
0.000490001,1158205,4267958684
0.000491001,1158204,4267958598
0.000492001,1158202,4267958508
0.000493001,1158200,4267958412
0.000494001,1158198,4267958312
0.000495001,1158195,4267958208
0.000496001,1158193,4267958100
0.000497001,1158191,4267957988
0.000498001,1158188,4267957870
0.000499001,1158186,4267957748
0.000500001,1158183,4267957622
0.000501001,1158180,4267957492
0.000502001,1158177,4267957358
0.000503001,1158174,4267957218
0.000504001,1158171,4267957074
0.000505001,1158168,4267956926
0.000506001,1158165,4267956774
0.000507001,1158161,4267956618
0.000508001,1158158,4267956456
0.000509001,1158154,4267956290
0.000510001,1158151,4267956120
0.000511001,1158147,4267955946
0.000512001,1158143,4267955768
0.000513001,1158139,4267955586
0.000514001,1158135,4267955398
0.000515001,1158131,4267955206
0.000516001,1158127,4267955010
0.000517001,1158123,4267954810
0.000518001,1158118,4267954606
0.000519001,1158114,4267954398
0.000520001,1158109,4267954184
0.000521001,1158104,4267953966
0.000522001,1158100,4267953744
0.000523001,1158095,4267953518
0.000524001,1158090,4267953288
0.000525001,1158085,4267953054
0.000526001,1158080,4267952814
0.000527001,1158074,4267952570
0.000528001,1158069,4267952322
0.000529001,1158064,4267952070
0.000530001,1158058,4267951814
0.000531001,1158053,4267951554
0.000532001,1158047,4267951290
0.000533001,1158041,4267951022
0.000534001,1158035,4267950750
0.000535001,1158029,4267950474
0.000536001,1158023,4267950192
0.000537001,1158017,4267949906
0.000538001,1158011,4267949616
0.000539001,1158005,4267949322
0.000540001,1157998,4267949024
0.000541001,1157992,4267948722
0.000542001,1157985,4267948416
0.000543001,1157979,4267948106
0.000544001,1157972,4267947792
0.000545001,1157965,4267947474
0.000546001,1157958,4267947152
0.000547001,1157951,4267946826
0.000548001,1157944,4267946496
0.000549002,1157937,4267946162
0.000550002,1157929,4267945824
0.000551002,1157922,4267945482
0.000552002,1157915,4267945136
0.000553002,1157907,4267944786
0.000554002,1157899,4267944432
0.000555002,1157892,4267944074
0.000556002,1157884,4267943712
0.000557002,1157876,4267943346
0.000558002,1157868,4267942976
0.000559002,1157860,4267942602
0.000560002,1157852,4267942224
0.000561002,1157843,4267941842
0.000562002,1157835,4267941456
0.000563002,1157827,4267941066
0.000564002,1157818,4267940672
0.000565002,1157810,4267940274
0.000566002,1157801,4267939872
0.000567002,1157792,4267939466
0.000568002,1157783,4267939056
0.000569002,1157774,4267938642
0.000570002,1157765,4267938224
0.000571002,1157756,4267937802
0.000572002,1157747,4267937378
0.000573002,1157738,4267936950
0.000574002,1157729,4267936518
0.000575002,1157719,4267936082
0.000576002,1157710,4267935642
0.000577002,1157700,4267935198
0.000578002,1157690,4267934750
0.000579002,1157681,4267934300
0.000580002,1157671,4267933846
0.000581002,1157661,4267933388
0.000582002,1157651,4267932926
0.000583002,1157641,4267932460
0.000584002,1157631,4267931992
0.000585002,1157621,4267931520
0.000586002,1157610,4267931044
0.000587002,1157600,4267930564
0.000588002,1157589,4267930082
0.000589002,1157579,4267929596
0.000590002,1157568,4267929106
0.000591002,1157558,4267928612
0.000592002,1157547,4267928116
0.000593002,1157536,4267927616
0.000594002,1157525,4267927112
0.000595002,1157514,4267926604
0.000596002,1157503,4267926094
0.000597002,1157492,4267925580
0.000598002,1157481,4267925062
0.000599002,1157470,4267924542
0.000600002,1157458,4267924018
0.000601002,1157447,4267923490
0.000602002,1157435,4267922960
0.000603002,1157424,4267922426
0.000604002,1157412,4267921890
0.000605002,1157400,4267921350
0.000606002,1157389,4267920806
0.000607002,1157377,4267920260
0.000608002,1157365,4267919710
0.000609002,1157353,4267919158
0.000610002,1157341,4267918602
0.000611002,1157329,4267918042
0.000612002,1157317,4267917480
0.000613002,1157304,4267916914
0.000614002,1157292,4267916346
0.000615002,1157280,4267915774
0.000616002,1157267,4267915200
0.000617002,1157255,4267914622
0.000618002,1157242,4267914042
0.000619002,1157230,4267913458
0.000620002,1157217,4267912872
0.000621002,1157204,4267912282
0.000622002,1157191,4267911690
0.000623002,1157178,4267911094
0.000624002,1157165,4267910496
0.000625002,1157152,4267909896
0.000626002,1157139,4267909292
0.000627002,1157126,4267908686
0.000628002,1157113,4267908078
0.000629002,1157100,4267907466
0.000630002,1157086,4267906852
0.000631002,1157073,4267906234
0.000632002,1157059,4267905614
0.000633002,1157046,4267904992
0.000634002,1157032,4267904366
0.000635002,1157019,4267903738
0.000636002,1157005,4267903108
0.000637002,1156991,4267902474
0.000638002,1156978,4267901838
0.000639002,1156964,4267901200
0.000640002,1156950,4267900560
0.000641002,1156936,4267899918
0.000642002,1156922,4267899272
0.000643002,1156908,4267898624
0.000644002,1156894,4267897974
0.000645002,1156880,4267897322
0.000646002,1156865,4267896666
0.000647002,1156851,4267896008
0.000648002,1156837,4267895348
0.000649002,1156822,4267894686
0.000650002,1156808,4267894020
0.000651002,1156793,4267893352
0.000652002,1156779,4267892682
0.000653002,1156764,4267892010
0.000654002,1156750,4267891336
0.000655002,1156735,4267890660
0.000656002,1156720,4267889982
0.000657002,1156706,4267889302
0.000658002,1156691,4267888620
0.000659002,1156676,4267887936
0.000660002,1156661,4267887250
0.000661002,1156646,4267886562
0.000662002,1156631,4267885872
0.000663002,1156616,4267885180
0.000664002,1156601,4267884486
0.000665002,1156586,4267883790
0.000666002,1156571,4267883092
0.000667002,1156556,4267882392
0.000668002,1156540,4267881690
0.000669002,1156525,4267880988
0.000670002,1156510,4267880282
0.000671002,1156494,4267879576
0.000672002,1156479,4267878866
0.000673002,1156464,4267878156
0.000674002,1156448,4267877444
0.000675002,1156433,4267876730
0.000676002,1156417,4267876014
0.000677002,1156402,4267875296
0.000678002,1156386,4267874578
0.000679002,1156370,4267873858
0.000680003,1156355,4267873136
0.000681003,1156339,4267872412
0.000682003,1156323,4267871686
0.000683003,1156308,4267870960
0.000684003,1156292,4267870232
0.000685003,1156276,4267869502
0.000686003,1156260,4267868772
0.000687003,1156244,4267868040
0.000688003,1156228,4267867306
0.000689003,1156212,4267866572
0.000690003,1156196,4267865836
0.000691003,1156180,4267865098
0.000692003,1156164,4267864360
0.000693003,1156148,4267863620
0.000694003,1156132,4267862880
0.000695003,1156116,4267862138
0.000696003,1156100,4267861396
0.000697003,1156084,4267860652
0.000698003,1156068,4267859906
0.000699003,1156052,4267859160
0.000700003,1156036,4267858412
0.000701003,1156019,4267857664
0.000702003,1156003,4267856914
0.000703003,1155987,4267856164
0.000704003,1155971,4267855412
0.000705003,1155954,4267854660
0.000706003,1155938,4267853908
0.000707003,1155922,4267853154
0.000708003,1155905,4267852400
0.000709003,1155889,4267851644
0.000710003,1155873,4267850888
0.000711003,1155856,4267850132
0.000712003,1155840,4267849374
0.000713003,1155823,4267848616
0.000714003,1155807,4267847856
0.000715003,1155790,4267847096
0.000716003,1155774,4267846336
0.000717003,1155757,4267845576
0.000718003,1155741,4267844816
0.000719003,1155724,4267844054
0.000720003,1155708,4267843292
0.000721003,1155691,4267842528
0.000722003,1155675,4267841766
0.000723003,1155658,4267841004
0.000724003,1155642,4267840240
0.000725003,1155625,4267839476
0.000726003,1155609,4267838712
0.000727003,1155592,4267837946
0.000728003,1155576,4267837180
0.000729003,1155559,4267836416
0.000730003,1155543,4267835650
0.000731003,1155526,4267834884
0.000732003,1155510,4267834118
0.000733003,1155493,4267833352
0.000734003,1155477,4267832586
0.000735003,1155460,4267831820
0.000736003,1155443,4267831054
0.000737003,1155427,4267830288
0.000738003,1155410,4267829522
0.000739003,1155394,4267828756
0.000740003,1155377,4267827990
0.000741003,1155361,4267827224
0.000742003,1155344,4267826458
